,date,open,high,low,close,volume,pattern1
0,2020-09-16,28850,32500,27600,27750,11438571,M05
1,2020-09-17,27650,29900,27050,27850,2100019,P05
2,2020-09-18,28300,28650,26100,26300,793797,M05
3,2020-09-21,26950,27300,24450,24450,608948,M03
4,2020-09-22,24050,24350,22000,22150,468129,M05
5,2020-09-23,22450,26300,20900,22900,1641173,P05
6,2020-09-24,21700,24250,21550,22250,426925,P05
7,2020-09-25,22450,23700,22450,22650,249491,P04
8,2020-09-28,22850,23900,22550,22650,139300,M05
9,2020-09-29,22800,23100,22500,22800,257904,K00
10,2020-10-05,23000,23000,22450,22550,99943,M01
11,2020-10-06,22600,24550,22450,23500,301754,P05
12,2020-10-07,23050,23900,23050,23300,86486,P04
13,2020-10-08,23700,25200,23150,23650,241499,M05
14,2020-10-12,23700,25550,23650,24950,382271,P05
15,2020-10-13,25000,25500,24100,24100,186100,M03
16,2020-10-14,24450,24500,22750,22900,161776,M05
17,2020-10-15,22750,23350,21950,22050,127649,M05
18,2020-10-16,21900,22150,20900,21400,255046,M05
19,2020-10-19,21450,21750,20150,20150,176517,M03
20,2020-10-20,20050,21250,19550,20600,220194,P05
21,2020-10-21,20500,20600,20000,20000,139492,M03
22,2020-10-22,19900,20200,19600,19850,124686,M05
23,2020-10-23,19900,20100,19550,19800,113228,M05
24,2020-10-26,19900,21850,19550,20800,369493,P05
25,2020-10-27,20600,24350,20300,23500,2773897,P15
26,2020-10-28,24050,24400,22600,22900,824297,M05
27,2020-10-29,22350,22550,21300,21600,481918,M05
28,2020-10-30,21450,23950,21350,22550,1285385,P05
29,2020-11-02,23550,24700,23300,24700,1873274,P01
30,2020-11-03,24450,26850,23850,25350,2624684,P05
31,2020-11-04,25900,27500,22750,23400,3177576,M05
32,2020-11-05,23900,30400,23800,30400,6062636,P11
33,2020-11-06,32050,37750,28850,31500,16865643,M05
34,2020-11-09,31850,33600,30000,32750,3548582,P05
35,2020-11-10,31100,31650,27500,28050,2048866,M05
36,2020-11-11,27400,28300,24800,25450,1400298,M05
37,2020-11-12,25950,26650,25050,25400,1022085,M05
38,2020-11-13,25500,25950,23850,24650,897382,M05
39,2020-11-16,25300,29950,25250,27900,6090478,P15
40,2020-11-17,27200,27800,25700,26400,1707948,M05
41,2020-11-18,26800,29450,26050,26700,2190990,M05
42,2020-11-19,27500,27500,26200,26600,968705,M01
43,2020-11-20,26750,27300,26000,26250,893186,M05
44,2020-11-23,26100,26300,24800,25250,550919,M05
45,2020-11-24,25400,26750,24900,25400,892699,K00
46,2020-11-25,25850,26300,24050,24550,541258,M05
47,2020-11-26,-1,-1,-1,-1,-1,XXX
