날짜,시가,고가,저가,종가,거래량
2015-11-17,81200,89279,79920,85600,1005226
2015-11-18,86320,96000,82720,93280,474416
2015-11-19,95040,95040,90640,92000,118701
2015-11-20,91200,92480,87840,88000,101355
2015-11-23,88000,88399,85600,87280,83237
2015-11-24,87680,90880,87200,87280,76342
2015-11-25,87600,89279,85600,86240,48330
2015-11-26,87120,91200,84800,88400,129209
2015-11-27,88240,88800,85360,85600,38436
2015-11-30,85360,85440,80960,80960,44015
2015-12-01,81600,83200,79360,79360,46909
2015-12-02,79680,83200,79280,82000,56415
2015-12-03,82000,82960,81120,82000,27517
2015-12-04,80400,82800,80000,80720,37446
2015-12-07,82240,82480,80400,81120,23794
2015-12-08,81120,81120,75360,76240,77289
2015-12-09,75600,78240,75040,75200,47229
2015-12-10,75040,75840,71680,73760,32115
2015-12-11,73440,74480,69760,71760,44466
2015-12-14,69680,70880,65600,70720,116504
2015-12-15,70720,70880,69120,70000,20149
2015-12-16,70960,72480,69920,70960,64163
2015-12-17,70400,77360,70240,72800,164492
2015-12-18,72800,76880,72000,76800,78363
2015-12-21,76800,81600,76240,80000,90018
2015-12-22,80080,80080,77920,78400,39684
2015-12-23,78480,79760,76480,77120,52496
2015-12-24,77200,78320,75680,76240,47629
2015-12-28,75360,76240,71680,72080,105679
2015-12-29,72800,77840,72800,77840,41544
2015-12-30,77840,81600,76320,81600,50960
2016-01-04,83920,83920,80000,81520,61677
2016-01-05,79920,85200,79440,83520,51407
2016-01-06,84000,87600,83360,85360,59847
2016-01-07,84800,87760,84480,86960,68296
2016-01-08,85040,89280,85040,87920,75376
2016-01-11,87919,88640,82720,85200,75907
2016-01-12,85360,85600,80800,83040,76642
2016-01-13,84080,88480,84080,88000,95023
2016-01-14,86960,91599,85920,90480,105219
2016-01-15,91600,92000,85280,86400,171975
2016-01-18,87600,92800,84000,92800,117657
2016-01-19,93600,94400,91760,93520,114293
2016-01-20,93840,94320,89360,92480,105912
2016-01-21,93600,94320,89840,93600,84295
2016-01-22,94400,100000,94080,97920,164197
2016-01-25,99600,104400,97760,103440,181532
2016-01-26,103680,104879,101999,104320,92418
2016-01-27,103840,104240,100480,101680,124890
2016-01-28,101600,105520,100480,103280,89733
2016-01-29,103360,104080,100160,103280,57920
2016-02-01,103360,103440,101040,102800,66148
2016-02-02,102800,102800,100400,100400,55233
2016-02-03,99279,99440,95759,97920,109257
2016-02-04,98400,99520,95760,96240,57497
2016-02-05,95680,98640,91920,98560,118466
2016-02-11,93440,99120,93280,95920,73604
2016-02-12,96080,96080,80800,84880,170366
2016-02-15,84880,86000,80400,83200,93107
2016-02-16,83760,87520,83600,86000,63348
2016-02-17,86000,86400,79440,79760,75263
2016-02-18,81520,82000,80000,81520,48209
2016-02-19,81200,81680,79840,80640,42580
2016-02-22,80400,84880,79520,84560,53581
2016-02-23,86080,86240,81600,82400,42047
2016-02-24,82000,84240,81280,83600,53411
2016-02-25,82960,84960,81920,83600,40279
2016-02-26,85119,88320,83520,86800,61439
2016-02-29,87199,88240,85919,87360,33954
2016-03-02,88640,88640,86640,87600,34071
2016-03-03,87040,90720,86800,90000,69215
2016-03-04,91200,92160,89200,90720,56454
2016-03-07,93119,95040,90640,91360,67328
2016-03-08,91519,92000,88720,90480,32482
2016-03-09,90480,94800,90480,94400,57323
2016-03-10,95600,99520,94720,99120,174355
2016-03-11,99280,104000,97760,102400,199255
2016-03-14,102720,103600,99840,100880,74706
2016-03-15,100240,101920,99760,100880,69992
2016-03-16,102239,104400,97680,100800,94669
2016-03-17,101680,101680,98080,98480,51228
2016-03-18,99200,101599,96000,100800,78689
2016-03-21,102000,102080,100000,102080,73871
2016-03-22,102080,102080,99600,99600,43731
2016-03-23,98880,99040,96000,96240,59631
2016-03-24,96080,96880,95120,96080,39941
2016-03-25,96720,96720,95120,95920,39992
2016-03-28,96000,96639,92080,92080,57239
2016-03-29,93680,96080,92000,96080,64514
2016-03-30,96960,97919,94560,96400,43357
2016-03-31,97120,97440,94880,96880,25526
2016-04-01,96880,97360,95280,95280,34042
2016-04-04,95600,101120,93360,100400,60600
2016-04-05,100400,100640,94960,95360,57383
2016-04-06,95119,95119,91279,92800,90993
2016-04-07,92960,94320,91680,91760,35958
2016-04-08,91520,91600,88240,89760,58010
2016-04-11,88480,93280,88480,90800,61189
2016-04-12,90719,95040,90719,94400,52673
2016-04-14,94080,96800,93520,94240,41613
2016-04-15,96160,98080,94880,95840,38140
2016-04-18,95840,95840,90800,92720,68902
2016-04-19,92560,96400,92000,94960,54443
2016-04-20,94960,96880,93279,94400,35212
2016-04-21,94400,95359,92640,92880,29616
2016-04-22,92720,92880,89920,90800,53586
2016-04-25,91600,91600,86240,86320,91815
2016-04-26,86479,88000,86399,86640,31864
2016-04-27,87200,88160,84320,84720,34705
2016-04-28,85039,87360,84719,86400,21873
2016-04-29,85840,87280,84000,86800,24982
2016-05-02,86640,87599,84320,84880,19940
2016-05-03,84800,89040,84480,88880,30615
2016-05-04,88880,90160,86160,87120,39378
2016-05-09,88880,88880,86560,87040,21059
2016-05-10,86480,89200,85440,88480,45132
2016-05-11,89280,93280,88800,92960,72433
2016-05-12,92960,94560,90880,93520,43733
2016-05-13,93120,98560,93120,95680,116528
2016-05-16,96800,97840,95280,96160,40031
2016-05-17,96720,96720,95039,95520,32759
2016-05-18,95120,95600,92320,92320,36271
2016-05-19,93040,93199,90400,90800,29674
2016-05-20,90080,92640,89759,91200,15628
2016-05-23,92000,93520,91200,92160,26408
2016-05-24,92480,93120,89600,90320,31720
2016-05-25,91280,91840,89359,90800,32340
2016-05-26,90800,94000,89760,93360,50922
2016-05-27,93280,95280,92240,93520,53679
2016-05-30,93200,93440,90800,91280,35728
2016-05-31,91520,92320,89600,92000,80077
2016-06-01,91360,96320,90080,92560,53165
2016-06-02,93200,95920,92320,95680,122579
2016-06-03,97680,99680,96320,96640,203056
2016-06-07,97120,99200,96480,98960,65030
2016-06-08,99120,99920,97360,98880,51894
2016-06-09,98640,99120,92800,95200,106140
2016-06-10,95759,96240,93600,95360,48243
2016-06-13,95040,95200,92800,93920,50167
2016-06-14,94399,95360,93040,94560,53181
2016-06-15,94640,94960,93040,93120,40161
2016-06-16,93680,96400,92160,96000,150229
2016-06-17,96800,98160,92400,93200,171466
2016-06-20,93680,93680,91760,92400,57351
2016-06-21,93440,93440,91440,91760,37246
2016-06-22,92080,94000,92000,93680,43506
2016-06-23,94000,94560,91840,93680,34110
2016-06-24,95120,95359,86319,87440,101629
2016-06-27,84080,87440,82400,84560,97900
2016-06-28,84000,88560,83200,87280,66607
2016-06-29,88960,92399,88000,91520,58418
2016-06-30,92160,96560,92160,94000,106049
2016-07-01,93280,101600,93200,100320,177185
2016-07-04,101520,109280,101520,106720,296659
2016-07-05,108720,112160,107520,109520,152875
2016-07-06,109440,110720,106400,108000,75329
2016-07-07,109600,116000,109280,116000,174833
2016-07-08,118000,118480,111440,115280,119098
2016-07-11,113600,115040,108960,110080,131929
2016-07-12,110400,113120,109440,110800,58114
2016-07-13,112720,114000,111440,113040,53361
2016-07-14,113040,113440,110560,112480,43894
2016-07-15,113280,113280,109200,109280,72967
2016-07-18,108000,110000,107360,109760,40720
2016-07-19,109360,109840,106000,106240,80152
2016-07-20,106720,113120,106400,112480,101754
2016-07-21,114400,117040,110400,113920,105346
2016-07-22,113840,116160,112080,114400,52208
2016-07-25,115600,117120,114240,115520,58022
2016-07-26,115120,115600,111440,114400,94767
2016-07-27,114400,114400,108640,109600,89372
2016-07-28,109680,110880,107760,107840,41648
2016-07-29,107840,110880,107760,110160,23817
2016-08-01,110960,111200,106880,107760,38753
2016-08-02,107280,109280,104400,104720,50497
2016-08-03,104720,110320,103600,109200,37323
2016-08-04,109280,109280,105680,107040,36270
2016-08-05,105840,106640,100720,102880,176152
2016-08-08,101680,104160,100400,103200,50538
2016-08-09,102880,106160,102880,103680,39892
2016-08-10,103840,109120,103280,108480,72961
2016-08-11,108320,108400,103760,105120,81550
2016-08-12,105840,106320,103600,104000,51926
2016-08-16,104000,105280,102640,103280,41931
2016-08-17,103440,104800,102000,102320,41829
2016-08-18,102400,103920,102320,103600,35865
2016-08-19,103920,104400,101840,102000,38769
2016-08-22,101680,102000,97200,97360,72281
2016-08-23,96960,100000,96800,98000,48908
2016-08-24,97360,99199,96480,97840,34706
2016-08-25,97200,98560,96640,98000,19336
2016-08-26,97360,99120,96960,98240,22193
2016-08-29,97200,98480,94400,94480,53818
2016-08-30,95120,95440,93600,93920,39790
2016-08-31,93440,95760,89360,95760,67748
2016-09-01,95760,96400,93920,94000,29332
2016-09-02,95199,95600,93040,94400,39514
2016-09-05,95680,95920,94160,94400,24646
2016-09-06,94480,95360,91200,92000,36962
2016-09-07,91440,92080,88240,88240,81974
2016-09-08,88400,92640,86960,91040,69090
2016-09-09,91200,92640,88000,90320,38067
2016-09-12,88160,89360,86880,86880,31206
2016-09-13,87680,88480,84960,86240,38758
2016-09-19,86000,87920,85840,87520,21493
2016-09-20,87200,89840,85840,89360,35680
2016-09-21,89359,92080,89120,90800,36800
2016-09-22,91200,94000,90880,92400,42930
2016-09-23,93120,93120,91040,92400,22411
2016-09-26,91680,91760,89680,89680,35591
2016-09-27,88880,88960,86240,87360,77545
2016-09-28,88000,88320,86080,86160,61614
2016-09-29,86800,87440,85600,86160,79586
2016-09-30,85680,86160,80720,81840,141659
2016-10-04,81600,84320,80000,83120,70164
2016-10-05,83120,83600,82000,83520,32057
2016-10-06,83200,86080,83200,85200,30030
2016-10-07,84400,85200,80000,80000,74176
2016-10-10,80000,81760,79280,79760,51016
2016-10-11,80000,81280,79760,79760,31260
2016-10-12,78880,79920,77200,77600,58997
2016-10-13,77600,78400,73200,74480,100640
2016-10-14,78400,79280,76320,77360,87037
2016-10-17,76880,77680,74000,74160,69271
2016-10-18,73360,74160,70400,70800,107852
2016-10-19,70800,76720,70800,76720,97479
2016-10-20,77600,79200,75280,76320,66018
2016-10-21,76560,76560,73120,75520,61832
2016-10-24,75520,76080,73520,75040,38626
2016-10-25,74640,75200,72800,73520,41520
2016-10-26,72560,73440,70880,71280,51509
2016-10-27,70720,82560,70720,81600,143154
2016-10-28,80800,81440,76560,76560,66894
2016-10-31,76080,77040,74560,75680,32823
2016-11-01,75200,78160,75200,76240,38062
2016-11-02,76080,76080,72800,72880,38526
2016-11-03,72880,74960,72880,73280,25209
2016-11-04,73200,74560,71520,73600,39632
2016-11-07,74800,75920,72640,72880,42976
2016-11-08,73760,74160,71600,72000,52827
2016-11-09,72480,73760,66880,70880,99848
2016-11-10,73600,75600,72480,74800,93912
2016-11-11,74800,77600,73040,76400,66547
2016-11-14,76000,78720,75760,76800,45033
2016-11-15,77360,78160,75360,76080,34625
2016-11-16,76800,77360,76080,76800,34705
2016-11-17,76880,77120,75120,75360,27272
2016-11-18,75920,76800,75120,76480,23151
2016-11-21,76560,76960,74320,74400,36138
2016-11-22,74160,74800,71360,71360,79375
2016-11-23,61600,62160,51520,52560,727014
2016-11-24,52160,52960,48400,49600,424476
2016-11-25,49600,52960,49360,52960,208123
2016-11-28,52319,54960,52000,52080,149270
2016-11-29,51440,56160,51440,56000,150668
2016-11-30,56640,59280,55040,58880,121813
2016-12-01,58640,61040,57920,60160,108087
2016-12-02,59600,60080,57200,58400,74934
2016-12-05,58400,58720,54160,54400,80885
